x,y,z,V,Robot
0.13913527,-0.012109751,0.36307454,[0.46956038],Franka-Panda
-0.19419084,0.14704604,0.34726378,[0.3906492],Franka-Panda
0.12008787,0.29267922,0.4095835,[0.42088383],Franka-Panda
0.024776543,-0.3662291,-0.19332781,[0.6164234],Franka-Panda
0.08407084,-0.21712413,0.26952058,[0.12413783],Franka-Panda
0.033804756,0.1120935,0.27319652,[0.32708204],Franka-Panda
0.3296312,-0.337609,0.9697107,[0.69821954],Franka-Panda
-0.022024482,0.05514514,0.3744821,[0.16577654],Franka-Panda
-0.06250713,-0.081942126,0.45153296,[0.29999247],Franka-Panda
0.10700906,0.13490051,0.54971004,[0.06489654],Franka-Panda
0.14972243,0.79286134,0.6187897,[0.42733714],Franka-Panda
-0.039873958,-0.03227877,0.4957416,[0.55069166],Franka-Panda
0.32374582,-0.21079166,0.3026591,[0.4427357],Franka-Panda
-0.2316809,-0.7981338,0.53332406,[0.56190157],Franka-Panda
0.32547376,0.4421929,0.75546783,[0.3841438],Franka-Panda
-0.31320456,-0.37531003,0.19522834,[0.33813947],Franka-Panda
0.007660283,0.072561964,0.13344632,[0.274528],Franka-Panda
0.005241258,-0.37771553,0.32144716,[0.06493907],Franka-Panda
0.32882226,-0.007192608,0.699234,[0.05439566],Franka-Panda
-0.066337645,0.016991379,0.38989604,[0.5881484],Franka-Panda
-0.2917951,-0.3861133,-0.057076484,[0.34144083],Franka-Panda
0.07639678,-0.079784825,0.955715,[1.0992445],Franka-Panda
0.5647051,-0.57547694,0.597343,[0.41800824],Franka-Panda
-0.5263952,-0.32712117,0.022659447,[1.135717],Franka-Panda
0.6907391,0.039984204,0.63211286,[0.47660938],Franka-Panda
-0.017336803,-0.06528509,0.46413547,[0.35149017],Franka-Panda
0.047823254,-0.09815998,0.33467704,[0.20917425],Franka-Panda
-0.24055888,0.108468436,0.9544138,[0.14336374],Franka-Panda
-0.10338309,-0.047215585,0.4781044,[0.85174656],Franka-Panda
-0.4760002,0.59155214,0.4926594,[0.22805794],Franka-Panda
-0.23000109,0.016701363,0.10248152,[0.1043385],Franka-Panda
0.0313083,0.08678546,0.6234911,[0.7033473],Franka-Panda
0.01186672,0.016573332,0.43386757,[0.07420571],Franka-Panda
0.30299276,0.16836482,0.25667143,[0.4226438],Franka-Panda
-0.16792747,-0.52243453,0.115613915,[0.19904755],Franka-Panda
0.1375956,0.025039837,0.5247761,[0.1723476],Franka-Panda
0.03609738,0.052137773,0.30812964,[0.33986706],Franka-Panda
-0.29591691,0.15859927,0.45175904,[0.8760469],Franka-Panda
-0.13794528,-0.2498217,0.8451113,[0.42800617],Franka-Panda
-0.1033958,0.20136029,0.96361876,[0.8160404],Franka-Panda
-0.20990789,0.20648327,0.24307056,[0.22614302],Franka-Panda
-0.0428444,-0.05210257,0.67168,[0.49034852],Franka-Panda
0.024642713,-0.13933086,0.4320916,[0.37556934],Franka-Panda
-0.16371529,-0.046519298,-0.22506373,[0.2186928],Franka-Panda
-0.42048502,0.23998883,0.14245813,[0.16736017],Franka-Panda
-0.028427284,-0.01317223,0.26031208,[0.39052212],Franka-Panda
0.19361559,0.17995842,0.05075347,[0.56425905],Franka-Panda
0.3264899,0.414735,0.47208047,[1.3689036],Franka-Panda
-0.043562833,-0.20197442,0.61348325,[0.21611555],Franka-Panda
0.019724049,0.12244969,0.4695893,[0.16026303],Franka-Panda
0.3380557,0.49055088,0.38003024,[0.29805017],Franka-Panda
-0.3532147,0.1634163,-0.0888554,[0.7585594],Franka-Panda
0.4593522,0.5184501,-0.14727549,[0.07975909],Franka-Panda
-0.14093511,-0.15801096,-0.22995707,[0.5737157],Franka-Panda
0.19657706,0.09341383,0.47737834,[0.40278187],Franka-Panda
-0.1872714,0.38672638,-0.06583921,[0.23754841],Franka-Panda
0.2951193,-0.29578948,0.8995469,[0.48384565],Franka-Panda
0.025124885,0.31462306,-0.005567465,[1.0373614],Franka-Panda
-0.20965755,-0.35636234,-0.06403497,[0.01068215],Franka-Panda
-0.047293544,0.05565536,0.5225235,[0.6413412],Franka-Panda
0.24879447,-0.23740894,0.011616878,[0.8591513],Franka-Panda
-0.23515455,-0.26318464,0.5080529,[0.43234664],Franka-Panda
0.14155865,0.25088748,0.18779059,[0.75946355],Franka-Panda
0.16555318,0.29718992,-0.3095311,[0.20848484],Franka-Panda
-0.3803301,0.4481579,0.4306746,[0.85800606],Franka-Panda
-0.1479204,0.6225825,0.11659406,[1.3881869],Franka-Panda
-0.1653482,0.06414664,0.7895668,[0.13271119],Franka-Panda
-0.29733062,-0.12038492,0.34993502,[0.04923148],Franka-Panda
-0.35285327,0.077375844,0.14590704,[0.17100109],Franka-Panda
-0.36536518,-0.00069145486,0.14457904,[0.07936969],Franka-Panda
0.5536285,-0.4022388,0.4663294,[1.2526966],Franka-Panda
0.20683983,-0.52275586,0.43410137,[0.42650053],Franka-Panda
0.37784266,-0.65078866,0.35199657,[0.06050497],Franka-Panda
0.2958902,-0.30361307,0.23265353,[0.5076488],Franka-Panda
0.34094962,0.28003258,0.57148486,[0.8003379],Franka-Panda
-0.15740873,0.058857135,0.41753,[0.21397786],Franka-Panda
-0.0063891374,0.28391513,0.8894136,[0.5944025],Franka-Panda
0.19069743,0.08906074,0.42403397,[0.08854379],Franka-Panda
-0.1328729,0.10187864,-0.049329467,[0.5459828],Franka-Panda
0.07366192,0.3893873,-0.2153992,[0.590168],Franka-Panda
0.21096931,0.5529308,0.5393637,[0.1557225],Franka-Panda
-0.4161267,-0.26095995,0.41089085,[0.27415198],Franka-Panda
0.09352198,-0.33978426,-0.21410581,[0.01644648],Franka-Panda
0.42452055,-0.2941049,0.05893005,[0.07014836],Franka-Panda
-0.4777677,0.11234417,0.2316688,[0.14437205],Franka-Panda
0.013822943,-0.16479412,0.25981665,[0.3133393],Franka-Panda
-0.01965778,0.1846269,0.40534723,[0.08186895],Franka-Panda
0.22336626,0.017562538,0.75893974,[0.4856861],Franka-Panda
-0.21196342,-0.0056320652,0.36230308,[0.13303755],Franka-Panda
-0.13976419,-0.040444154,0.30852482,[0.46829674],Franka-Panda
-0.18734655,-0.116146564,0.32504806,[0.13750443],Franka-Panda
-0.112018,-0.4946095,0.2515427,[0.08550804],Franka-Panda
-0.1728821,0.25036812,0.23301113,[0.64689696],Franka-Panda
0.12038082,0.55930865,0.5174814,[0.18243687],Franka-Panda
0.12865037,0.05536335,0.11972113,[0.61646944],Franka-Panda
0.41693646,0.34908736,0.5094683,[0.3173865],Franka-Panda
0.115951285,-0.11319516,-0.20216201,[0.31910628],Franka-Panda
0.30510727,-0.52041405,0.68665344,[0.43599364],Franka-Panda
0.11704121,0.44026566,0.29575068,[0.47572637],Franka-Panda
0.25104833,-0.28361064,0.20155433,[0.12396473],Franka-Panda
0.3736227,-0.2437667,-0.30103475,[0.07924183],Franka-Panda
-0.046950452,-0.24793462,-0.43591914,[0.08143157],Franka-Panda
0.15252349,-0.1796463,0.7943163,[0.82693434],Franka-Panda
-0.47259986,-0.04889273,0.325829,[0.01848865],Franka-Panda
0.053891793,-0.18502611,-0.051616177,[0.08126798],Franka-Panda
-0.1454378,-0.055702254,-0.10625618,[0.04588478],Franka-Panda
-0.08319101,0.03681358,-0.48924845,[0.45468563],Franka-Panda
0.39785665,0.25607368,0.12427036,[0.7315718],Franka-Panda
-0.40462518,-0.54216135,-0.16598047,[0.29697707],Franka-Panda
0.53124124,0.34316516,0.8377818,[0.636654],Franka-Panda
0.12637061,-0.03742767,0.21258497,[0.45725593],Franka-Panda
0.30160666,0.00070395693,0.3766153,[0.31036523],Franka-Panda
-0.37416583,0.09493682,0.39579916,[0.870659],Franka-Panda
-0.04248581,-0.07438642,0.7649116,[1.1075068],Franka-Panda
0.030794494,0.15072551,-0.20147704,[0.5448198],Franka-Panda
-0.06954371,0.096806675,-0.22545934,[0.39907372],Franka-Panda
-0.35871857,0.28612974,0.75420535,[0.2312485],Franka-Panda
-0.21431032,-0.15348746,0.30859664,[0.06711298],Franka-Panda
-0.20442489,0.10319443,0.33443496,[1.0922378],Franka-Panda
0.21828963,0.27582824,0.5353186,[0.17221244],Franka-Panda
0.08191692,-0.59517413,0.056456592,[0.17244849],Franka-Panda
0.3228281,-0.3118148,0.42221358,[0.35222122],Franka-Panda
0.21652731,0.13613793,0.30742478,[0.06355372],Franka-Panda
-0.55087894,0.01377688,0.56211436,[0.8815727],Franka-Panda
-0.07108213,-0.080218926,0.6923027,[0.5008661],Franka-Panda
0.09957269,0.36077628,0.64353526,[0.06393308],Franka-Panda
-0.37620905,-0.15585402,-0.113684304,[0.4548714],Franka-Panda
-0.11272405,0.56967866,0.30272627,[0.12232918],Franka-Panda
0.32754564,-0.10171236,-0.0025075655,[0.6789195],Franka-Panda
0.09895097,0.24368805,0.35688597,[0.58712643],Franka-Panda
-0.021144643,-0.0943165,0.2523515,[0.7417933],Franka-Panda
-0.109873794,0.26190755,0.5037139,[0.23031087],Franka-Panda
0.4943228,-0.6258535,0.31843215,[0.4397794],Franka-Panda
0.21137956,0.2542369,0.054275103,[0.21185575],Franka-Panda
0.22894916,-0.07110491,-0.04818897,[0.2645961],Franka-Panda
-0.47928345,-0.55759823,0.33307305,[0.19271292],Franka-Panda
0.06544061,-0.77383846,0.2104595,[0.1715275],Franka-Panda
-0.11396327,-0.1191836,0.87339085,[0.44989073],Franka-Panda
0.18805647,-0.026834365,-0.18563262,[0.23194504],Franka-Panda
0.27800286,0.26437604,-0.086253926,[0.12532087],Franka-Panda
0.024333104,0.15336943,-0.22965987,[0.61225814],Franka-Panda
-0.21409816,-0.08599892,-0.1251446,[0.3660532],Franka-Panda
0.16207896,-0.39407977,-0.11684344,[0.5747933],Franka-Panda
-0.30030277,0.62997174,0.40222448,[0.26792634],Franka-Panda
-0.5096732,0.30089515,-0.27997777,[0.20590429],Franka-Panda
0.051985733,0.1462774,0.81311834,[1.2933913],Franka-Panda
-0.042753972,0.24416557,-0.48016056,[0.5481396],Franka-Panda
0.5362836,-0.4091868,0.6888995,[0.7256763],Franka-Panda
0.120086014,0.01202859,0.28891087,[0.60777146],Franka-Panda
-0.14756149,-0.2495316,0.41123733,[0.7406883],Franka-Panda
0.13074307,-0.27671924,0.31455526,[0.20408851],Franka-Panda
0.15067056,0.031603787,-0.17095646,[0.64285475],Franka-Panda
0.020907145,-0.07102071,0.47420067,[0.29536048],Franka-Panda
0.6276087,-0.015434381,0.645207,[0.56926805],Franka-Panda
-0.43250942,0.17191277,0.21781287,[0.52361524],Franka-Panda
0.059824716,-0.0902921,0.3153609,[0.10526823],Franka-Panda
-0.2927465,0.22290988,0.35303167,[0.9631003],Franka-Panda
-0.09190082,0.16299395,-0.19056726,[0.4965954],Franka-Panda
-0.30032697,0.3240183,0.21723944,[0.13994136],Franka-Panda
-0.030013248,0.2139664,0.35907534,[0.24743962],Franka-Panda
-0.1511282,0.2176062,0.32245037,[0.3915352],Franka-Panda
-0.6312553,0.31076327,0.3217447,[0.39082217],Franka-Panda
-0.14370182,-0.16762215,0.37535167,[0.26151398],Franka-Panda
-0.5535368,0.28219143,0.36145782,[0.33365476],Franka-Panda
-0.01956223,-0.43276364,-0.02871072,[0.29290697],Franka-Panda
-0.14737451,0.051198628,0.28484714,[0.02522782],Franka-Panda
0.2986698,0.043508567,0.3961957,[0.38953882],Franka-Panda
-0.007928036,-0.4734972,0.83300805,[0.45752954],Franka-Panda
0.26342228,-0.31200358,0.25648022,[0.49797177],Franka-Panda
-0.19703802,-0.2825433,-0.038156264,[0.6363649],Franka-Panda
0.1305798,-0.02629359,0.29357216,[1.1734048],Franka-Panda
0.68100655,0.3295302,0.5649084,[1.2957157],Franka-Panda
0.0914889,-0.34620067,0.53129154,[0.31516626],Franka-Panda
-0.35154313,-0.62623996,0.13090932,[0.28162894],Franka-Panda
0.44861835,0.1741752,0.49092156,[0.07994603],Franka-Panda
-0.52984595,-0.25148022,0.075224206,[0.9865692],Franka-Panda
-0.13658902,0.07627475,0.13613671,[0.2912431],Franka-Panda
-0.052568324,0.47043195,0.7534533,[0.3501402],Franka-Panda
-0.04073428,0.27695695,0.38425896,[0.3029781],Franka-Panda
0.0910279,-0.5541104,0.5239668,[0.13012047],Franka-Panda
-0.5181835,0.076984644,0.577391,[0.48350605],Franka-Panda
0.43398443,-0.19898365,0.48397347,[0.32558578],Franka-Panda
-0.048955757,0.3932671,0.6947102,[0.02188423],Franka-Panda
-0.30076092,-0.5438904,0.15984571,[0.42727292],Franka-Panda
-0.020431418,-0.062036067,0.37260887,[0.15061973],Franka-Panda
0.076224975,-0.19242558,-0.045079987,[0.51257926],Franka-Panda
0.4504351,0.01832296,0.8507549,[0.27394775],Franka-Panda
0.36440626,0.03417217,0.79348975,[0.21955614],Franka-Panda
-0.5956402,0.003604211,0.6775826,[0.797071],Franka-Panda
0.7145456,-0.07084955,0.5203465,[1.0071968],Franka-Panda
-0.20733848,-0.12038842,1.0508327,[0.37495875],Franka-Panda
0.6423254,0.06439428,0.027308613,[0.20357795],Franka-Panda
0.09561917,-0.041711725,0.2303435,[0.18118143],Franka-Panda
0.37927288,0.12146703,0.35638848,[0.2744303],Franka-Panda
-0.14223078,-0.037993796,0.011080936,[0.4262536],Franka-Panda
-0.27764335,0.027281309,-0.17969446,[0.49461263],Franka-Panda
-0.044070125,-0.3241364,0.66998214,[0.9402462],Franka-Panda
-0.24896139,0.4383165,0.83603513,[1.2157406],Franka-Panda
0.5163623,-0.32537752,0.48994723,[0.36005232],Franka-Panda
0.05270652,0.056421794,0.27039862,[0.3053311],Franka-Panda
-0.031879634,0.121035606,0.011386506,[0.43306264],Franka-Panda
-0.019242372,0.4319439,0.9023575,[0.6506953],Franka-Panda
-0.06461865,-0.058627762,0.39164063,[0.2807415],Franka-Panda
-0.070655204,0.1672262,-0.13879636,[0.09136275],Franka-Panda
-0.25213057,0.2803549,0.12031639,[0.238866],Franka-Panda
-0.021486215,0.21530998,0.455552,[0.27307034],Franka-Panda
0.06689346,-0.1717923,0.21939126,[0.18684368],Franka-Panda
0.09761276,-0.36830315,0.18363994,[0.20120363],Franka-Panda
0.22835287,0.35065538,-0.05410485,[0.07523821],Franka-Panda
-0.038911283,0.21332031,1.1209043,[0.70548785],Franka-Panda
0.058524407,0.07873759,0.30978358,[0.1236651],Franka-Panda
0.1502026,0.48039603,0.40572846,[0.3792932],Franka-Panda
0.42797172,0.003000673,-0.008270185,[0.39886054],Franka-Panda
-0.27637562,-0.42017078,0.3990125,[0.35396057],Franka-Panda
0.15699993,0.0703004,0.4232681,[0.09429034],Franka-Panda
-0.2153025,-0.5355923,0.89425623,[0.3068687],Franka-Panda
-0.30734593,-0.46936405,0.6080223,[0.32599404],Franka-Panda
-0.07783182,0.38875672,0.334975,[0.5713242],Franka-Panda
-0.120158404,0.40537652,0.1853129,[0.18718366],Franka-Panda
0.012261586,-0.43883383,-0.008354545,[0.14595857],Franka-Panda
0.15102355,-0.0050906017,-0.07031595,[0.38896728],Franka-Panda
0.44534466,0.19413769,0.44608134,[0.5105625],Franka-Panda
0.49982375,-0.053436972,0.78516996,[0.4887117],Franka-Panda
-0.21163087,0.6252766,0.5649242,[0.29284787],Franka-Panda
0.21132164,0.27335587,1.0912706,[0.39022318],Franka-Panda
0.023083635,-0.022838965,0.1534419,[0.7511215],Franka-Panda
-0.17265144,0.32318693,0.27116472,[0.2806004],Franka-Panda
-0.08529298,-0.011342302,0.37147722,[0.547104],Franka-Panda
-0.12488054,-0.066500604,-0.13569748,[0.68387806],Franka-Panda
-0.108000144,-0.11788143,0.28525117,[0.07663636],Franka-Panda
-0.10607519,-0.21596059,0.2510237,[0.20183277],Franka-Panda
-0.33782458,0.59342206,0.074011706,[0.40009284],Franka-Panda
0.20071873,-0.16372892,0.6202275,[0.5633084],Franka-Panda
0.07389568,-0.23166206,0.37359974,[0.20507546],Franka-Panda
0.24715549,-0.08921407,-0.25079057,[0.04341275],Franka-Panda
-0.1170336,-0.076601334,-0.15457663,[0.34125695],Franka-Panda
-0.13445245,-0.104329646,0.60298246,[0.09054206],Franka-Panda
-0.24893908,0.22712159,0.17674637,[0.09090096],Franka-Panda
0.46414113,0.44938916,0.81309485,[1.4585514],Franka-Panda
0.021632519,-0.3476414,-0.12525365,[0.8011419],Franka-Panda
0.21598494,-0.53276676,0.5941881,[0.7490109],Franka-Panda
-0.23000368,0.74243736,0.5432869,[0.89596075],Franka-Panda
-0.028850457,0.29784417,-0.05256181,[0.2210117],Franka-Panda
0.17030762,0.42708328,-0.27221128,[0.4351506],Franka-Panda
0.13076872,0.24363929,0.3894551,[0.5534648],Franka-Panda
-0.24755752,0.4636782,0.8083767,[0.48841],Franka-Panda
-0.12006559,-0.13003282,-0.14937568,[0.288421],Franka-Panda
0.1887824,-0.2455214,0.87016743,[0.25944388],Franka-Panda
0.155379,0.155776,-0.104269296,[0.36738685],Franka-Panda
-0.17718299,0.060871564,0.42562893,[1.3259498],Franka-Panda
-0.061573602,-0.051519044,0.82129097,[0.7887025],Franka-Panda
-0.003733702,0.3914984,0.5590971,[1.1769444],Franka-Panda
-0.45734292,0.41198027,0.12250258,[0.18098049],Franka-Panda
-0.38201237,-0.36594078,0.97410965,[0.75291353],Franka-Panda
0.026038207,0.45037922,-0.0120964255,[0.0962234],Franka-Panda
-0.593937,0.22646078,0.49304128,[0.36616376],Franka-Panda
0.12535119,0.10793053,0.43122825,[0.18780714],Franka-Panda
0.26449984,-0.24150617,0.5158045,[0.4390974],Franka-Panda
0.21006039,-0.25851208,0.3581812,[0.33284932],Franka-Panda
0.50637144,-0.56406766,0.6837911,[0.3323259],Franka-Panda
0.15857306,0.009582599,0.5928265,[0.1658173],Franka-Panda
0.044723153,-0.56673867,0.46836305,[0.19246183],Franka-Panda
-0.07553138,0.46358192,0.09926349,[0.17580946],Franka-Panda
-0.35311523,0.12719163,0.80902815,[0.43995124],Franka-Panda
-0.09498242,-0.31364074,1.0896646,[0.6239089],Franka-Panda
-0.11495866,-0.21085939,0.85172695,[0.24350588],Franka-Panda
-0.32517356,-0.017494343,-0.2363131,[0.10549451],Franka-Panda
-0.3671999,-0.36735484,0.44711095,[0.6779216],Franka-Panda
-0.3765208,-0.025540058,1.0827373,[0.11451407],Franka-Panda
0.014844556,0.30033797,0.06611513,[0.33428466],Franka-Panda
0.10385227,-0.01699838,0.15651782,[0.19160889],Franka-Panda
-0.31638363,0.4030714,-0.34965542,[0.95165664],Franka-Panda
-0.09691423,0.007882806,-0.3606582,[0.54565924],Franka-Panda
-0.034633424,0.76389694,0.607179,[0.07514329],Franka-Panda
0.042446263,0.0737177,0.3643368,[0.19258976],Franka-Panda
-0.08115562,0.1429094,0.40699595,[0.05147605],Franka-Panda
0.07086148,-0.018484883,-0.23233286,[0.21525805],Franka-Panda
0.056481574,-0.69638586,0.5966997,[0.20420645],Franka-Panda
0.14965038,-0.055848688,0.55444664,[0.07360988],Franka-Panda
-0.022711061,0.22761291,0.15836522,[0.10066424],Franka-Panda
0.3438135,-0.09714157,1.0118674,[1.2219694],Franka-Panda
0.4159932,0.33280134,0.6394353,[0.77388793],Franka-Panda
0.33176276,0.29368937,0.45398372,[1.1433511],Franka-Panda
-0.2199692,0.13493848,1.0748914,[0.48833638],Franka-Panda
0.104643956,-0.058455743,0.77703494,[0.28781843],Franka-Panda
0.08354828,-0.37867153,0.49339977,[0.14293988],Franka-Panda
-0.55669135,-0.06613052,-0.14487275,[0.8664849],Franka-Panda
0.11487957,-0.033151023,0.39104965,[0.15529367],Franka-Panda
0.05149174,-0.20452324,0.19243509,[0.08309265],Franka-Panda
-0.5090967,0.03289984,0.8774611,[0.69440055],Franka-Panda
-0.17951922,-0.3567919,0.011740994,[0.1853378],Franka-Panda
-0.15102443,0.09655219,0.2147086,[0.4113144],Franka-Panda
-0.5097551,-0.46987134,0.73543787,[0.61925024],Franka-Panda
-0.19571936,-0.17666794,0.24331048,[0.25133738],Franka-Panda
-0.2971038,-0.021336202,0.062659755,[0.62478894],Franka-Panda
0.18584922,-0.10564242,0.92804533,[0.7487299],Franka-Panda
-0.6803094,0.12810922,0.4512789,[0.3943254],Franka-Panda
0.5485372,-0.57539886,0.40266317,[0.8399975],Franka-Panda
0.6813754,0.12486661,0.18263713,[0.23061968],Franka-Panda
0.38059026,0.25957865,0.26904497,[0.5123536],Franka-Panda
-0.18485028,-0.0020875204,1.0204259,[0.98962986],Franka-Panda
-0.023164753,-0.03613232,0.32648337,[0.8885379],Franka-Panda
0.20859796,0.094526686,0.39456096,[0.04480328],Franka-Panda
0.37175968,0.026206367,0.97988844,[1.1397991],Franka-Panda
-0.01276668,0.45937037,-0.044305515,[0.12995827],Franka-Panda
-0.016607244,0.7067903,0.62400776,[0.2150986],Franka-Panda
0.41068956,0.7158936,0.14902921,[0.04481028],Franka-Panda
0.23884034,-0.14312355,0.87856793,[0.36117795],Franka-Panda
0.050738536,0.11265488,0.2710057,[0.44136426],Franka-Panda
0.14974523,-0.07102852,0.21953645,[0.12722906],Franka-Panda
0.21080694,0.07404332,0.31705788,[0.13577121],Franka-Panda
0.19441248,-0.16527455,-0.25908366,[0.29804945],Franka-Panda
-0.012989633,-0.27759644,0.47337845,[0.35872477],Franka-Panda
0.04404846,-0.027845621,0.38327965,[0.34828517],Franka-Panda
0.28481746,0.43900764,0.95760214,[1.6643335],Franka-Panda
0.6471724,-0.13179854,0.45186567,[0.6804436],Franka-Panda
-0.052523848,-0.012025674,1.1565278,[0.6490489],Franka-Panda
0.04573121,0.56316304,0.48276192,[0.11793073],Franka-Panda
-0.106512964,-0.54830766,0.24993661,[0.51396],Franka-Panda
-0.12715384,-0.0014893264,0.5386184,[0.04312059],Franka-Panda
-0.20067723,-0.07029612,0.59183156,[0.6592161],Franka-Panda
-0.18121226,-0.36690596,0.64342725,[0.43768805],Franka-Panda
-0.243669,0.06355654,0.36021248,[0.1475177],Franka-Panda
-0.34351882,0.02502881,0.78659445,[0.37259442],Franka-Panda
0.13088691,0.4134708,0.59108454,[0.52424544],Franka-Panda
0.29175055,0.1614022,-0.08604786,[0.4259616],Franka-Panda
0.029945597,-0.09169559,0.29155833,[0.9015245],Franka-Panda
0.43136594,0.28998432,0.27931255,[0.34195954],Franka-Panda
-0.24667004,0.06538892,0.3842074,[0.17151357],Franka-Panda
-0.0019120872,0.021206848,0.09339691,[0.40569767],Franka-Panda
-0.25441092,-0.25658447,-0.37300315,[1.1985965],Franka-Panda
0.07474062,-0.09844059,0.46445498,[0.45474362],Franka-Panda
-0.07007085,-0.5783855,0.20553584,[0.3413837],Franka-Panda
-0.49642193,0.1834853,0.88009053,[0.0993578],Franka-Panda
-0.17711297,-0.40666068,0.34091064,[0.2619745],Franka-Panda
0.091126986,0.28191784,0.50281304,[0.44870695],Franka-Panda
-0.11117667,0.06251776,-0.1970784,[1.0061666],Franka-Panda
-0.25952208,0.32803044,0.23330715,[0.25140902],Franka-Panda
0.05805683,0.07153191,0.31987813,[0.8494421],Franka-Panda
-0.18207553,0.059914146,-0.49127895,[0.18375692],Franka-Panda
-0.103270814,0.21294712,0.14427754,[0.6388651],Franka-Panda
0.04429163,0.08973591,0.24551883,[0.29306483],Franka-Panda
-0.020571321,-0.087378286,0.32260552,[0.24043812],Franka-Panda
0.31912568,0.051907152,0.39004922,[0.40608576],Franka-Panda
0.4353011,0.49241227,0.24356693,[0.25914407],Franka-Panda
-0.46868476,0.028029062,0.8904109,[1.0688411],Franka-Panda
0.040574044,-0.087588355,0.3823466,[0.12487213],Franka-Panda
-0.016108086,-0.3964222,0.42219138,[0.16422309],Franka-Panda
0.061068352,0.13146731,0.3709736,[0.36595616],Franka-Panda
-0.43426868,-0.64155525,0.31706986,[0.20050587],Franka-Panda
0.08250205,0.19217187,0.6123637,[0.07215317],Franka-Panda
0.10613293,-0.03058289,0.37865764,[0.0274125],Franka-Panda
-0.09734306,-0.027901918,0.393226,[0.6434953],Franka-Panda
0.1596583,0.26622164,0.64725304,[0.1425445],Franka-Panda
0.022672497,0.1926782,0.72106946,[0.24160215],Franka-Panda
-0.045284197,-0.054634556,0.18891817,[0.42742634],Franka-Panda
0.13307129,-0.014135566,0.14506523,[0.03675056],Franka-Panda
-0.11356625,-0.38923886,0.3077588,[0.47313726],Franka-Panda
-0.02640192,0.06391983,0.2994361,[0.06535036],Franka-Panda
-0.2360495,0.34125978,0.65066004,[0.21191603],Franka-Panda
0.23803833,0.03811136,0.8686458,[0.69575304],Franka-Panda
-0.1962319,-0.17045172,0.29749966,[0.05520214],Franka-Panda
0.2139602,-0.07028996,0.5967145,[0.3100237],Franka-Panda
-0.15716721,0.7410455,0.051720463,[0.11394528],Franka-Panda
0.21753591,0.5082557,0.28047335,[0.3351686],Franka-Panda
0.122178204,0.25349778,-0.23287597,[0.14022982],Franka-Panda
0.13395014,0.05146735,0.37527716,[0.08889249],Franka-Panda
0.2713793,0.16848716,0.029016137,[0.01858582],Franka-Panda
-0.102949455,0.3417814,0.6498824,[0.0837147],Franka-Panda
0.53750646,-0.18955901,0.2743752,[0.07706771],Franka-Panda
0.03663186,0.20150697,0.52582,[1.2545485],Franka-Panda
-0.5059496,-0.2469833,0.74294806,[0.70669603],Franka-Panda
-0.145277,-0.09226929,-0.35804576,[0.35224602],Franka-Panda
0.036346283,-0.052430484,0.17631342,[0.14142914],Franka-Panda
0.5843059,0.055616334,0.87941355,[0.7155523],Franka-Panda
0.07922782,0.3975173,-0.11883588,[0.30806667],Franka-Panda
-0.5799692,-0.1913697,0.11969923,[0.26301506],Franka-Panda
0.03334683,0.24984,0.5527896,[0.41182327],Franka-Panda
0.15194763,0.0642629,0.31997734,[0.12484539],Franka-Panda
-0.029045232,0.010322064,0.3974429,[0.34504464],Franka-Panda
-0.5358416,0.16317353,-0.10833496,[0.23198129],Franka-Panda
0.09889899,-0.028242864,0.27791888,[0.37390572],Franka-Panda
-0.052198045,0.013368793,0.28263032,[0.20462947],Franka-Panda
-0.002818169,-0.06666255,0.3105611,[0.20617409],Franka-Panda
0.5629288,-0.339848,0.70402163,[1.1897603],Franka-Panda
0.52698106,-0.29328918,0.31685328,[0.17775895],Franka-Panda
0.07334706,0.06001679,0.3568401,[0.16989157],Franka-Panda
0.13981831,0.082951695,0.26332012,[0.13970429],Franka-Panda
0.02724418,0.08027775,0.937382,[0.93589973],Franka-Panda
-0.10720802,0.54415053,0.6968979,[0.3559595],Franka-Panda
-0.33314085,-0.30044115,0.8126075,[0.53207314],Franka-Panda
0.26151487,0.51750433,0.21691242,[0.21663132],Franka-Panda
-0.03999082,0.20480369,0.26564702,[0.11220659],Franka-Panda
-0.44346476,0.0035068728,0.41828188,[0.12841065],Franka-Panda
0.5049344,-0.1441001,-0.21672553,[0.73776686],Franka-Panda
0.25020155,0.029756665,0.6294329,[0.22622357],Franka-Panda
0.082599804,-0.18573451,0.42142236,[0.1164357],Franka-Panda
-0.18840168,-0.15496838,0.71227777,[0.4445098],Franka-Panda
-0.05620391,-0.0784179,0.18861103,[0.26850736],Franka-Panda
0.07396957,0.1956201,0.53416145,[0.05694243],Franka-Panda
0.23492646,0.0030166656,0.5946686,[0.18900762],Franka-Panda
0.14342685,-0.20990434,-0.35909525,[0.36157236],Franka-Panda
-0.20704441,0.2835186,-0.11828202,[0.5095485],Franka-Panda
-0.28368554,0.09331581,-0.08062257,[0.36370197],Franka-Panda
0.057543032,-0.10880421,0.29994616,[0.8048302],Franka-Panda
-0.025420532,-0.0012338453,1.0223129,[0.46741942],Franka-Panda
0.21151592,0.2839675,-0.040295996,[0.5113615],Franka-Panda
0.42525166,0.40557182,0.45464054,[0.7976873],Franka-Panda
0.21027769,0.05468324,0.43283397,[0.37323642],Franka-Panda
-0.22065942,-0.36569342,0.24488385,[0.16847242],Franka-Panda
