x,y,z,V,Robot
0.07165458,-0.67515135,0.5560752,[0.05703089],Franka-Panda
-0.0014780955,-0.09144213,0.51386654,[0.44292998],Franka-Panda
0.0371482,0.33990547,0.4900598,[1.1400878],Franka-Panda
0.42262998,-0.13844854,0.72682333,[0.26290715],Franka-Panda
-0.14376068,-0.04615465,0.8563072,[0.44907266],Franka-Panda
-0.21583238,-0.48582911,-0.14609984,[0.29230407],Franka-Panda
0.62749934,0.08325804,0.108839564,[0.56672406],Franka-Panda
0.044356793,0.26364478,0.8547529,[0.5270548],Franka-Panda
-0.30995387,-0.40765262,0.084616184,[0.3273867],Franka-Panda
0.5163612,-0.54731965,0.14190274,[0.1838467],Franka-Panda
-0.70600617,0.090688415,0.09338169,[0.94988054],Franka-Panda
0.17615215,-0.26027724,0.25231647,[0.15922816],Franka-Panda
-0.030226547,0.057769295,0.4545373,[0.30090374],Franka-Panda
0.21054359,-0.19275203,0.40637437,[0.34740856],Franka-Panda
-0.16969037,0.16276142,0.20752603,[0.5312409],Franka-Panda
0.067259,0.047043223,0.09811782,[0.27145532],Franka-Panda
-0.20426324,0.18118632,0.42191237,[0.1725825],Franka-Panda
0.0751309,0.21237737,0.33515006,[0.3238741],Franka-Panda
-0.40913132,0.027942086,0.8283282,[0.22888869],Franka-Panda
-0.08261603,0.08227177,0.24170315,[0.68840855],Franka-Panda
0.2200468,-0.14118928,0.8732286,[1.4646051],Franka-Panda
0.2776854,0.41578534,0.47976446,[0.68648005],Franka-Panda
-0.16404791,0.28671467,0.678003,[0.7492942],Franka-Panda
-0.053031635,0.092816636,0.43807223,[0.3685199],Franka-Panda
-0.3395968,0.46544045,0.92736506,[0.71335363],Franka-Panda
-0.0776007,0.12348208,0.7062456,[0.8642136],Franka-Panda
-0.10628687,-0.4793688,0.40343636,[0.27429485],Franka-Panda
0.49874187,0.6444072,0.58815116,[0.7187802],Franka-Panda
-0.010947319,0.3584469,0.84734076,[0.57735664],Franka-Panda
0.27212492,-0.116383456,-0.20111926,[0.20855418],Franka-Panda
0.44987407,0.27420044,-0.113329835,[0.17019261],Franka-Panda
0.48794854,-0.17570962,0.069611005,[0.6383381],Franka-Panda
-0.29726976,0.60246783,0.82925147,[0.41089803],Franka-Panda
0.08268367,0.11193851,0.021533847,[0.36883605],Franka-Panda
0.06324454,-0.32821512,0.34604985,[0.02042717],Franka-Panda
0.21457306,0.083322056,-0.15289742,[0.08531982],Franka-Panda
-0.56221175,-0.0020631999,0.3565599,[0.6326597],Franka-Panda
-0.343929,0.124357834,0.10815382,[0.3689061],Franka-Panda
0.114012085,0.30260164,0.26978263,[0.41447723],Franka-Panda
0.28738302,-0.3934488,0.39350158,[0.5481899],Franka-Panda
-0.30649516,0.0685927,0.8796016,[0.72803533],Franka-Panda
-0.4129735,0.08408944,0.40077284,[0.44522083],Franka-Panda
0.1171596,-0.03962823,0.36767855,[0.29964194],Franka-Panda
0.17464998,0.08935821,0.070538074,[0.35147098],Franka-Panda
0.35444352,-0.07462961,0.54183006,[0.06972998],Franka-Panda
-0.45791116,0.10231835,0.1681935,[0.04066479],Franka-Panda
0.20588161,0.55096537,0.4213388,[0.7779618],Franka-Panda
-0.4332553,-0.20660248,-0.16598831,[0.22895353],Franka-Panda
0.3959521,0.13172469,0.48693657,[0.02946636],Franka-Panda
-0.22515823,-0.53907025,-0.19704105,[0.58992577],Franka-Panda
0.32198954,-0.3441183,-0.3707198,[0.28764057],Franka-Panda
0.11569351,-0.32189286,0.30040932,[0.22085692],Franka-Panda
-0.29619557,0.019178538,0.3101986,[0.4822134],Franka-Panda
0.12371441,0.30029857,0.46728697,[0.03336974],Franka-Panda
-0.30759856,-0.13489208,0.88104385,[0.14319944],Franka-Panda
0.56529915,-0.13126959,-0.12609927,[0.92074925],Franka-Panda
-0.11979619,-0.29218557,0.15851578,[0.5615091],Franka-Panda
0.69220316,-0.2757892,0.3675987,[0.5725744],Franka-Panda
-0.067350686,0.48702422,0.22783752,[0.5191124],Franka-Panda
-0.5348497,-0.074265584,0.17097262,[0.1595738],Franka-Panda
0.14419234,-0.2706403,0.32900476,[0.41900718],Franka-Panda
-0.0976876,0.15804282,-0.24205364,[0.36734125],Franka-Panda
0.028338155,0.005290881,-0.07164151,[0.19201082],Franka-Panda
0.028103571,0.12948672,-0.3945244,[0.6306678],Franka-Panda
-0.04963865,-0.32669178,-0.022854261,[0.37527922],Franka-Panda
-0.2251037,-0.5182487,0.29524478,[0.2957697],Franka-Panda
-0.2580106,0.18703139,1.0408933,[0.82672715],Franka-Panda
0.28954834,-0.22090553,0.27410436,[0.07894889],Franka-Panda
-0.5063279,-0.0849978,0.3471998,[0.27368915],Franka-Panda
0.074216686,-0.26414657,0.28719163,[0.3384586],Franka-Panda
0.10098454,-0.19408686,0.32882807,[0.21255806],Franka-Panda
-0.059999637,-0.05159979,0.32565844,[0.23936754],Franka-Panda
-0.26774698,-0.12666608,0.69683504,[0.7099723],Franka-Panda
-0.48987293,0.2241082,0.27460605,[0.88435197],Franka-Panda
-0.6576879,-0.3080417,-0.06468352,[1.2439063],Franka-Panda
0.34765917,0.07837495,0.68008596,[0.1811938],Franka-Panda
0.45616063,0.43165085,0.8777665,[0.34532997],Franka-Panda
-0.21003458,0.42393094,0.4421373,[0.3342511],Franka-Panda
-0.2967512,-0.17579965,-0.26744336,[0.14066628],Franka-Panda
0.6542701,0.2188145,0.76316,[0.4881565],Franka-Panda
-0.57281566,0.025652219,-0.28986394,[0.85223037],Franka-Panda
0.04654011,0.09493554,0.078128144,[0.2622111],Franka-Panda
0.06562807,-0.060766086,0.4505633,[0.2470104],Franka-Panda
0.5790202,-0.23013492,0.45875865,[0.36219895],Franka-Panda
0.21943551,-0.044369146,0.8099178,[0.08177567],Franka-Panda
0.004626401,-0.012470096,1.0825437,[0.37289864],Franka-Panda
0.021348149,-0.10227306,0.3705634,[0.22972412],Franka-Panda
0.38479534,0.085912034,-0.1260632,[0.53252655],Franka-Panda
0.2032291,0.010563133,0.8567354,[0.8004237],Franka-Panda
-0.0039841384,-0.32731012,0.40989038,[0.6660201],Franka-Panda
-0.17362876,-0.045837056,0.19633447,[0.05719087],Franka-Panda
-0.20540668,0.08863589,-0.14986636,[0.26360643],Franka-Panda
-0.05704583,0.06950967,0.44514453,[0.27761158],Franka-Panda
-0.27188987,0.056957908,0.11717607,[0.3417717],Franka-Panda
-0.46783313,0.13890314,-0.26914346,[0.71556896],Franka-Panda
0.22113362,-0.063067496,0.37440997,[0.51027644],Franka-Panda
-0.14937225,0.08966871,0.68939143,[0.39900073],Franka-Panda
-0.20027451,0.08759361,0.35248303,[0.31584316],Franka-Panda
0.11277914,-0.10037047,-0.4533956,[0.44559395],Franka-Panda
-0.24533571,-0.15628934,0.3070545,[0.3861082],Franka-Panda
0.073968165,0.70655674,-0.017403528,[0.07784771],Franka-Panda
-0.61992276,-0.25513026,0.864235,[1.0680082],Franka-Panda
-0.20341988,-0.38363922,0.19637018,[0.20609362],Franka-Panda
-0.5908899,0.00059772655,0.22644687,[0.07118604],Franka-Panda
-0.2438845,0.21558663,0.35401207,[0.05669523],Franka-Panda
0.16042407,-0.019860163,-0.4096777,[0.21072154],Franka-Panda
-0.17510429,0.010907283,0.4303015,[0.813295],Franka-Panda
0.4291056,0.009663951,0.40114868,[0.2808287],Franka-Panda
-0.05958294,-0.0035601482,0.6150937,[1.352719],Franka-Panda
0.3821343,0.21105695,0.3444601,[1.3271276],Franka-Panda
0.527387,0.5525853,0.6103159,[0.16967012],Franka-Panda
0.19463572,-0.013305888,0.41615173,[0.21714382],Franka-Panda
0.022933621,0.0662231,0.3233471,[0.33963194],Franka-Panda
0.14819264,0.18721187,0.6742153,[0.15788011],Franka-Panda
-0.09165351,-0.28467914,1.0594227,[0.4892812],Franka-Panda
0.24733123,-0.11630623,0.48217082,[0.10332488],Franka-Panda
-0.077902846,0.50917083,0.3118675,[0.30173874],Franka-Panda
0.095546335,-0.18498552,0.91322106,[0.5646442],Franka-Panda
0.36344525,-0.2547855,0.1675736,[0.49702656],Franka-Panda
0.14440902,0.14913964,-0.0051526204,[0.1389391],Franka-Panda
0.15268464,0.103365265,0.9102548,[0.810298],Franka-Panda
0.15852958,-0.36159536,0.17195292,[0.6818157],Franka-Panda
-0.48675287,-0.41178653,0.8676182,[0.37268707],Franka-Panda
-0.044974517,-0.16895255,-0.23615882,[0.7357282],Franka-Panda
-0.0750057,-0.29959044,0.43110523,[0.34804925],Franka-Panda
-0.099984325,-0.06032635,0.39314675,[0.19362223],Franka-Panda
-0.021389544,-0.039146267,0.46492147,[0.53087336],Franka-Panda
-0.59210026,-0.1432288,0.715968,[1.1182303],Franka-Panda
0.45067513,-0.6574226,0.28254712,[0.55712724],Franka-Panda
0.61567163,0.020541113,0.10364762,[0.42117065],Franka-Panda
-0.04400928,0.026869016,0.40667993,[0.3958607],Franka-Panda
-0.46952024,0.0653838,0.6573339,[1.1930104],Franka-Panda
0.036706153,0.05354689,-0.297886,[0.01502066],Franka-Panda
0.52029675,-0.27746093,-0.24544871,[0.07633445],Franka-Panda
0.006720472,0.14639132,0.52414405,[0.76307476],Franka-Panda
0.026734807,-0.032051556,-0.03375896,[0.8031451],Franka-Panda
0.42015913,-0.408175,0.39992142,[0.28628734],Franka-Panda
0.04489423,-0.02780465,-0.26936048,[0.28045207],Franka-Panda
0.5577428,-0.08197225,0.8410342,[0.32219055],Franka-Panda
-0.408817,0.38257545,-0.05205903,[0.4208439],Franka-Panda
0.017756365,0.021496043,0.39926153,[0.0708311],Franka-Panda
0.034923088,-0.049601726,0.2506549,[0.03036807],Franka-Panda
0.18495163,-0.16412744,0.85245055,[0.6068068],Franka-Panda
-0.28144112,0.56924677,0.86730057,[0.3111681],Franka-Panda
-0.30798444,0.14094311,0.63810116,[0.38700214],Franka-Panda
-0.04978595,0.60914046,0.78085405,[0.48350433],Franka-Panda
0.08081264,-0.3793276,-0.12968463,[0.21851742],Franka-Panda
0.13320583,0.03147237,0.6943253,[0.46362612],Franka-Panda
-0.18166992,0.19332087,-0.2612852,[0.16043778],Franka-Panda
0.08635914,-0.3072868,0.8429723,[0.75320196],Franka-Panda
0.28555188,0.060994584,0.85954475,[0.9841835],Franka-Panda
-0.10225728,-0.04665703,-0.105373755,[0.6862479],Franka-Panda
-0.060316563,0.117762804,0.49545604,[0.05666962],Franka-Panda
-0.0064076036,-0.12291683,0.3946886,[0.30154824],Franka-Panda
0.10854442,0.19143806,0.26672682,[0.06539422],Franka-Panda
0.013399772,0.27875578,0.4051367,[0.8139853],Franka-Panda
0.55277663,-0.3538737,-0.1686975,[0.30794194],Franka-Panda
0.1402971,0.1666058,0.21809618,[0.14759694],Franka-Panda
0.0746194,0.44219425,0.7097265,[0.36163026],Franka-Panda
-0.28474814,0.080965385,0.034126937,[0.14318489],Franka-Panda
-0.3877323,0.28491306,-0.066116236,[0.07522636],Franka-Panda
0.123247094,0.119755276,0.46426338,[0.5575891],Franka-Panda
0.345186,-0.0040031695,-0.046406418,[0.5464011],Franka-Panda
0.15989323,0.21611781,-0.32430622,[0.24817325],Franka-Panda
-0.13809577,-0.4644811,0.22831008,[0.34178928],Franka-Panda
0.13437769,-0.13986798,0.28781754,[0.1288462],Franka-Panda
-0.14181541,-0.22768219,0.6287184,[0.02492566],Franka-Panda
-0.07649709,-0.40191188,0.5605223,[0.09638258],Franka-Panda
-0.14897995,0.24758598,0.70336384,[0.6709451],Franka-Panda
0.40703726,0.6923438,0.31986582,[0.1229146],Franka-Panda
0.30942485,-0.3182113,0.43453175,[1.1383075],Franka-Panda
0.24785584,-0.22533664,0.63616186,[0.21655889],Franka-Panda
-0.042042837,-0.013541065,0.20056307,[0.75515664],Franka-Panda
-0.36661008,0.3089128,-0.0572821,[0.7829283],Franka-Panda
-0.38313282,-0.45179498,0.32215345,[0.32659015],Franka-Panda
-0.19717316,-0.33605114,1.0896764,[0.80468845],Franka-Panda
-0.051739454,0.032050557,0.64580464,[0.05720305],Franka-Panda
-0.13581896,0.4386225,0.51262033,[1.0806035],Franka-Panda
-0.17381522,-0.09119436,-0.23845726,[1.1580113],Franka-Panda
0.0388244,-0.23794298,0.5300137,[0.16348524],Franka-Panda
-0.051688842,0.29374954,0.7256222,[0.01201986],Franka-Panda
-0.25961724,-0.2160176,0.019855686,[0.24520247],Franka-Panda
-0.3186184,0.046521656,0.0625209,[0.46185794],Franka-Panda
0.51581,-0.017236907,0.14936614,[0.16012771],Franka-Panda
-0.091679476,0.27991167,0.39606434,[0.571782],Franka-Panda
-0.10137098,0.6352166,0.45746726,[0.7709428],Franka-Panda
-0.26200363,-0.41125077,-0.31522024,[0.43161356],Franka-Panda
-0.096678846,-0.21970014,-0.0037987581,[0.8176819],Franka-Panda
-0.19068982,0.017148342,0.4942643,[0.23478359],Franka-Panda
-0.5077163,0.014073186,0.39177522,[0.563486],Franka-Panda
0.15420997,0.14430723,0.34465212,[1.0095068],Franka-Panda
-0.37298188,-0.0905345,-0.28390956,[0.49907315],Franka-Panda
0.034115855,-0.068054944,0.92386675,[0.9353127],Franka-Panda
-0.23726735,0.19261114,0.6446203,[0.8144399],Franka-Panda
0.12631133,-0.026433585,-0.25700635,[0.36997566],Franka-Panda
0.06927594,0.07626228,0.2887709,[0.34957907],Franka-Panda
-0.5431235,-0.22661982,0.17386883,[0.19199812],Franka-Panda
-0.38163543,0.104896754,-0.08889122,[0.3350798],Franka-Panda
-0.09016015,0.20381156,0.87068963,[0.5290282],Franka-Panda
-0.52508867,0.36825293,-0.16673689,[0.2556551],Franka-Panda
0.05279518,0.045109585,-0.19352254,[0.09879478],Franka-Panda
0.35190383,0.30057475,0.3021024,[0.5272953],Franka-Panda
0.29076874,0.11865894,0.6205947,[0.30440137],Franka-Panda
-0.023173012,-0.2573824,0.19250853,[0.69745034],Franka-Panda
-0.34405568,0.1230381,0.82302386,[0.11140312],Franka-Panda
0.20777094,-0.057053477,-0.104298286,[0.38673338],Franka-Panda
0.015600793,-0.16918251,0.46601108,[0.43308693],Franka-Panda
-0.075534895,-0.46565005,0.1899828,[0.42413583],Franka-Panda
0.45880908,0.44622624,0.8566278,[0.6582636],Franka-Panda
-0.75129354,0.083112024,0.53747344,[0.6123049],Franka-Panda
-0.047329467,0.2971395,0.25360447,[0.8947162],Franka-Panda
-0.6154806,0.3930146,-0.009455308,[1.2454923],Franka-Panda
0.02158314,0.10116715,0.28194866,[0.20822147],Franka-Panda
0.5654358,-0.3115609,-0.11885959,[0.2539685],Franka-Panda
0.5430148,0.381193,-0.15019117,[0.35013118],Franka-Panda
-0.15309845,0.09129353,0.24839406,[0.20822759],Franka-Panda
-0.60007393,0.35013607,0.22817443,[0.8363854],Franka-Panda
-0.0007882593,0.27487984,-0.27424374,[0.49213743],Franka-Panda
-0.046385206,0.088808894,0.27198488,[0.04188082],Franka-Panda
0.15385927,0.3861446,0.34940305,[0.3649491],Franka-Panda
-0.43924946,0.36004692,0.22557029,[0.20530327],Franka-Panda
-0.21336362,-0.14915815,0.44387534,[0.7705175],Franka-Panda
-0.62182736,0.1247966,0.38182122,[0.32527512],Franka-Panda
-0.23885927,-0.5351656,0.6731264,[0.38873532],Franka-Panda
-0.0106207505,0.08723275,0.31639904,[0.16469203],Franka-Panda
0.57653594,0.22139744,0.74582696,[0.8910547],Franka-Panda
0.28787693,0.22488183,-0.22870193,[0.30365524],Franka-Panda
0.28467083,-0.5779877,0.28309032,[0.08206487],Franka-Panda
0.030080546,-0.3467071,-0.10667665,[0.21678682],Franka-Panda
-0.044215843,-0.06734803,0.32059532,[0.17077507],Franka-Panda
0.17053434,0.047093555,0.013601644,[0.43615016],Franka-Panda
0.31358892,-0.5238468,0.51026994,[0.23300399],Franka-Panda
0.21903482,0.24635817,0.3299472,[0.34314936],Franka-Panda
0.11745744,0.254597,0.47436577,[0.40812346],Franka-Panda
-0.18476602,0.020579878,0.3990031,[0.6531129],Franka-Panda
0.047460802,0.25545436,-0.024194602,[0.1056527],Franka-Panda
0.094184786,-0.0069531165,0.7030161,[0.33866414],Franka-Panda
-0.017958125,-0.39081258,0.18763775,[0.4557453],Franka-Panda
0.18635365,0.3372406,0.285251,[0.30103293],Franka-Panda
0.2684192,0.4356723,0.0155784115,[0.32660398],Franka-Panda
0.28672874,0.22133006,1.0171983,[0.16144975],Franka-Panda
0.1459439,-0.07087633,0.2967355,[0.2148396],Franka-Panda
-0.3189796,-0.35778603,0.80120397,[0.6499681],Franka-Panda
0.08669362,-0.33012247,0.95054567,[0.14774354],Franka-Panda
0.020644471,-0.12873945,-0.20400675,[0.1551497],Franka-Panda
-0.5041441,-0.0204916,0.47395864,[0.13546588],Franka-Panda
-0.05122749,-0.41064245,0.70800084,[0.39228046],Franka-Panda
-0.101556376,-0.07981083,0.21886641,[0.6082024],Franka-Panda
-0.24359734,0.06764262,0.43960407,[0.26623338],Franka-Panda
-0.25248477,0.1438291,1.1252047,[0.6669042],Franka-Panda
-0.22986428,0.25739408,0.24259914,[0.5355941],Franka-Panda
-0.032665137,-0.2417574,0.32942575,[0.42195684],Franka-Panda
0.15354508,0.30706787,-0.3863029,[0.8131226],Franka-Panda
0.22792694,0.035464436,0.93805915,[1.348399],Franka-Panda
0.018787608,0.018672025,0.5351151,[0.20541869],Franka-Panda
0.5030987,-0.19681326,0.41771355,[0.13304034],Franka-Panda
-0.11228667,-0.2959512,0.25888386,[0.53070766],Franka-Panda
0.09515712,0.016630907,0.16134639,[1.1741052],Franka-Panda
0.13012075,0.04909129,0.3852793,[0.08484008],Franka-Panda
0.67820764,-0.3779958,0.3811393,[1.2551425],Franka-Panda
-0.18953742,-0.5931684,0.21804711,[0.80175155],Franka-Panda
0.055045173,-0.39683115,0.38960913,[0.55785227],Franka-Panda
-0.12550624,0.1388467,0.40522167,[0.59193355],Franka-Panda
0.28847155,-0.4125974,0.91881883,[0.5378314],Franka-Panda
-0.7223477,0.090315215,0.051669642,[0.394237],Franka-Panda
0.29697907,0.06470092,-0.43396205,[0.28101733],Franka-Panda
0.072066024,-0.14054887,0.2557825,[0.44507346],Franka-Panda
0.11847604,0.034220345,0.5583722,[0.23949747],Franka-Panda
0.22802249,0.26898906,0.3719851,[0.3823625],Franka-Panda
0.12554835,-0.18299267,0.2306001,[0.07109942],Franka-Panda
-0.23053354,-0.1552765,0.28452334,[0.5015439],Franka-Panda
0.1767365,0.112342305,0.3097172,[0.17466266],Franka-Panda
0.03949921,0.03187362,0.4083565,[0.06788842],Franka-Panda
0.0073403195,0.2678141,0.26674858,[0.12864819],Franka-Panda
0.10847391,-0.13469036,0.4397388,[0.18591532],Franka-Panda
-0.0080020195,-0.21280487,0.95897543,[0.5149681],Franka-Panda
-0.25934526,-0.44679472,0.21563968,[0.25810516],Franka-Panda
-0.14157447,0.116301045,0.33373177,[0.07426506],Franka-Panda
-0.15923578,0.13056998,0.3930534,[0.21009597],Franka-Panda
0.100174084,0.00236265,0.41787505,[0.06331815],Franka-Panda
0.05280753,0.0115748495,0.3034805,[0.18832189],Franka-Panda
-0.17838803,0.13091479,0.30838805,[0.39505455],Franka-Panda
-0.06456678,-0.014405361,0.52932024,[0.69666857],Franka-Panda
0.2513472,0.004945429,0.3520854,[0.44637117],Franka-Panda
-0.03474103,-0.13576695,0.22088826,[0.08715872],Franka-Panda
-0.6074914,0.21481356,0.82042515,[1.5585629],Franka-Panda
0.16083841,-0.4467399,0.2764018,[0.15461093],Franka-Panda
-0.16648206,-0.1913894,0.2740289,[0.29153952],Franka-Panda
0.16345412,-0.13458186,0.4344328,[0.59169817],Franka-Panda
-0.13517931,0.2717439,0.38613918,[0.10691907],Franka-Panda
0.100975275,0.15815504,0.16787055,[0.19304456],Franka-Panda
0.37842384,-0.06880626,0.5194239,[0.40746182],Franka-Panda
0.04529087,0.36763632,0.07699583,[0.1863542],Franka-Panda
0.29218376,0.33258224,0.5117936,[0.2644583],Franka-Panda
-0.16711812,0.089047074,0.62710816,[0.48812056],Franka-Panda
0.0050784796,-0.032737672,0.068802334,[0.41373035],Franka-Panda
-0.14335743,0.093510255,0.28318453,[0.49820992],Franka-Panda
0.097928464,-0.1251867,0.41634047,[0.49858963],Franka-Panda
-0.52146834,-0.16186026,0.7238018,[1.1821984],Franka-Panda
0.4847807,0.2985058,0.49634725,[0.6303105],Franka-Panda
-0.6608633,0.24636413,0.5779792,[0.4665719],Franka-Panda
-0.3728597,0.081862904,-0.20839433,[0.5128558],Franka-Panda
0.062026255,-0.4575956,0.44079375,[0.9155662],Franka-Panda
-0.21808952,0.04083432,0.91194236,[1.060278],Franka-Panda
0.23673555,0.026126828,0.33475655,[0.43185708],Franka-Panda
0.09430269,-0.60923094,0.6452531,[0.01740031],Franka-Panda
-0.06731217,-0.24153449,0.43383506,[1.1402764],Franka-Panda
-0.094656855,0.14904672,0.35123104,[0.06876498],Franka-Panda
0.3566079,0.44536656,0.24029264,[0.08898089],Franka-Panda
0.48765168,0.089393884,-0.1275357,[0.47940224],Franka-Panda
-0.16260423,-0.07004998,-0.41142756,[0.46776548],Franka-Panda
-0.029169753,0.072108895,0.040625583,[0.384423],Franka-Panda
0.013892166,-0.32717136,-0.19912934,[0.4944963],Franka-Panda
-0.28170553,0.17107433,0.82165056,[0.49164551],Franka-Panda
-0.31213537,0.03768122,1.118524,[1.7244033],Franka-Panda
-0.05828271,-0.022628862,0.09837818,[0.4064795],Franka-Panda
-0.06482919,-0.6471306,0.020645507,[0.17502344],Franka-Panda
0.27246788,-0.010787901,0.19395117,[0.8994986],Franka-Panda
-0.27785546,-0.038628727,0.27215713,[0.03083066],Franka-Panda
-0.08213122,-0.20080721,0.49156612,[0.30913734],Franka-Panda
-0.031184044,0.089023955,0.4061602,[0.56996876],Franka-Panda
0.5221575,0.07411237,0.09344629,[0.24394736],Franka-Panda
0.52440035,-0.35421738,0.30836356,[0.69675815],Franka-Panda
-0.21191627,-0.029349672,0.40171728,[0.9780167],Franka-Panda
-0.33897445,-0.45742843,0.27540964,[0.9353563],Franka-Panda
0.001757799,0.7677136,0.28324747,[0.21804212],Franka-Panda
-0.024291057,0.053359292,1.0997839,[0.3458794],Franka-Panda
-0.53823775,-0.41179252,0.41354495,[0.8872181],Franka-Panda
0.39525414,-0.33571082,-0.23113321,[0.17226715],Franka-Panda
-0.14145769,-0.034905385,0.40797448,[0.38897648],Franka-Panda
-0.31522855,0.20403303,0.84748,[1.0652642],Franka-Panda
0.18637511,-0.07686961,0.3706294,[1.09533],Franka-Panda
0.06623292,-0.05050219,0.24717948,[0.24217154],Franka-Panda
-0.07467961,-0.19532743,0.24415138,[0.35996506],Franka-Panda
-0.6643378,-0.25346234,0.46605808,[0.05171062],Franka-Panda
-0.39838284,0.43549395,0.26796266,[0.05991337],Franka-Panda
-0.028027616,-0.28787184,0.10791072,[0.0563874],Franka-Panda
-0.4871286,-0.051725242,0.049761727,[0.6870505],Franka-Panda
-0.23096165,0.31623232,0.1274653,[0.03006945],Franka-Panda
0.02789007,0.17945574,0.13716672,[0.03863107],Franka-Panda
0.31617612,0.06853499,0.28599697,[0.27287623],Franka-Panda
-0.027871607,-0.07046771,0.95865345,[0.20124267],Franka-Panda
-0.12728526,0.0006638691,0.19019297,[0.4635807],Franka-Panda
0.17476293,0.022643797,0.35497615,[0.10967015],Franka-Panda
0.38400123,0.348501,0.576966,[0.32849184],Franka-Panda
0.1428164,-0.2624622,0.7149118,[0.17762317],Franka-Panda
-0.4196144,-0.1010723,0.7932874,[0.6282063],Franka-Panda
0.22204886,0.72373575,0.04450586,[0.24657007],Franka-Panda
0.066862464,0.020432204,0.78822386,[0.95028484],Franka-Panda
0.03349854,-0.050080616,0.20655465,[0.15093623],Franka-Panda
-0.26682323,0.09456763,0.14500056,[0.38294044],Franka-Panda
0.6460247,-0.029166326,0.15657525,[0.69129354],Franka-Panda
0.21958193,0.053110685,0.44648978,[0.8068107],Franka-Panda
0.10269806,0.03207855,0.7984127,[1.0781648],Franka-Panda
-0.6754331,0.23077756,0.7431857,[0.62054956],Franka-Panda
-0.015821846,0.06696818,0.2546928,[0.15168755],Franka-Panda
-0.055337515,0.22746968,0.4959281,[0.31464997],Franka-Panda
-0.25588182,-0.18875025,0.61439574,[0.50293016],Franka-Panda
-0.5436881,-0.36411384,0.029793695,[0.53333384],Franka-Panda
-0.41643345,0.074067995,-0.0678971,[0.28830397],Franka-Panda
-0.1746085,0.15506285,0.28126478,[0.23568064],Franka-Panda
-0.11233343,-0.1532473,0.26672736,[0.0411613],Franka-Panda
0.29740742,0.038042914,0.2973977,[0.59352475],Franka-Panda
-0.065616086,-0.31082383,0.74892825,[0.1409676],Franka-Panda
0.049749006,0.58780146,0.15828511,[0.06440984],Franka-Panda
-0.110685766,0.5406273,-0.28720975,[0.6182759],Franka-Panda
-0.3558067,-0.20262577,0.4128387,[0.15967952],Franka-Panda
0.5857992,0.22517535,0.53296345,[0.2807726],Franka-Panda
-0.33309484,0.14099865,0.43330657,[0.01398367],Franka-Panda
0.26775417,-0.2150552,1.0234054,[0.43996516],Franka-Panda
0.40730822,-0.12634087,0.85252976,[1.0036099],Franka-Panda
0.039711893,0.041490138,0.1324637,[0.5651552],Franka-Panda
-0.49546835,-0.11317341,-0.16641413,[0.99175936],Franka-Panda
0.18501857,-0.057920005,-0.37779433,[0.08231068],Franka-Panda
-0.3575292,-0.37039843,-0.027768597,[0.31837204],Franka-Panda
0.26803383,-0.07780689,0.7192922,[0.7463284],Franka-Panda
-0.4715414,0.5097067,0.17774165,[0.75522655],Franka-Panda
0.10181656,-0.26288626,-0.096937284,[0.24447122],Franka-Panda
0.37248024,0.12890965,0.08953272,[0.09764726],Franka-Panda
-0.035813868,-0.45880416,0.6073446,[0.5633697],Franka-Panda
0.092320085,0.35710558,-0.003323555,[0.65259224],Franka-Panda
-0.208664,-0.0012452379,0.5138026,[0.49377686],Franka-Panda
-0.321073,-0.08432541,-0.27142885,[0.23242356],Franka-Panda
0.2791729,0.008823313,0.33039618,[0.22947966],Franka-Panda
-0.31909832,-0.5009394,0.72696745,[0.87546957],Franka-Panda
-0.38982412,-0.1828227,1.0078168,[0.06626561],Franka-Panda
-0.016155785,-0.17938368,0.041326053,[0.16141893],Franka-Panda
-0.2617293,0.30684897,-0.11666306,[0.8040869],Franka-Panda
0.33868298,-0.47126737,0.4044418,[0.18096988],Franka-Panda
-0.22361533,-0.017128179,0.74005985,[0.2917082],Franka-Panda
-0.22504842,-0.005679991,0.40536374,[0.7594227],Franka-Panda
-0.040919,0.09852525,0.4187104,[0.39635468],Franka-Panda
0.45634115,0.57485116,0.72036916,[0.82624066],Franka-Panda
0.097460136,-0.019591255,-0.25968307,[0.14236642],Franka-Panda
-0.28128624,-0.26346117,0.5921821,[0.43021798],Franka-Panda
0.30661651,-0.31252566,0.051886622,[0.04076048],Franka-Panda
0.17634898,-0.3252879,1.0783764,[0.5662698],Franka-Panda
0.5729244,0.09056161,0.2741083,[0.08707938],Franka-Panda
0.15649891,-0.27166384,0.06222702,[0.28009015],Franka-Panda
0.20524624,0.57913756,0.048181098,[0.3864507],Franka-Panda
0.23645394,-0.11989601,0.31955358,[0.3611477],Franka-Panda
0.40411368,0.1833956,0.34464765,[1.1306691],Franka-Panda
0.004690647,0.2335689,0.26335555,[0.48470795],Franka-Panda
0.29953367,-0.55571055,0.37144306,[0.15514034],Franka-Panda
-0.4206333,-0.11171318,0.3875333,[0.3995456],Franka-Panda
-0.07143791,0.053589914,0.7538064,[0.30746767],Franka-Panda
-0.30471107,0.7923575,0.3724107,[0.41508704],Franka-Panda
0.44419935,0.071474664,0.52798223,[0.39367676],Franka-Panda
0.12513444,0.6475543,0.55648553,[0.61284596],Franka-Panda
0.3194696,0.39452562,-0.20785663,[0.2045615],Franka-Panda
